date,product_id,daily_demand,stock_level,reorder_level,supplier_delay
2023-05-30,P25,98,434,98,1
2023-05-30,P26,82,223,64,1
2023-05-30,P27,76,463,53,9
2023-05-30,P28,56,285,63,5
2023-05-30,P29,99,212,67,3
2023-05-30,P30,82,70,37,1
2023-05-30,P31,34,175,75,5
2023-05-30,P32,56,232,89,9
2023-05-30,P33,21,144,84,5
2023-05-30,P34,81,206,30,9
2023-05-30,P35,58,450,25,2
2023-05-30,P36,98,194,87,9
2023-05-30,P37,52,141,23,8
2023-05-30,P38,52,69,86,5
2023-05-30,P39,30,247,92,1
2023-05-30,P40,46,494,26,5
2023-05-30,P41,8,359,54,9
2023-05-30,P42,63,335,90,4
2023-05-30,P43,34,214,41,3
2023-05-30,P44,58,211,51,7
2023-05-30,P45,40,499,53,1
2023-05-30,P46,79,76,50,2
2023-05-30,P47,10,343,56,6
2023-05-30,P48,85,317,86,5
2023-05-30,P49,97,145,65,2
2023-05-30,P50,5,408,25,5
2023-05-31,P1,98,388,35,9
2023-05-31,P2,14,425,20,1
2023-05-31,P3,42,322,31,2
2023-05-31,P4,98,132,43,5
2023-05-31,P5,30,296,71,4
2023-05-31,P6,72,188,80,4
2023-05-31,P7,5,224,48,7
2023-05-31,P8,56,296,94,6
2023-05-31,P9,57,104,79,6
2023-05-31,P10,34,65,48,6
2023-05-31,P11,58,218,81,9
2023-05-31,P12,29,370,94,6
2023-05-31,P13,27,166,64,8
2023-05-31,P14,65,127,83,8
2023-05-31,P15,59,488,69,8
2023-05-31,P16,66,74,77,6
2023-05-31,P17,90,112,82,3
2023-05-31,P18,55,219,57,2
2023-05-31,P19,21,492,71,8
2023-05-31,P20,13,115,33,9
2023-05-31,P21,67,347,50,9
2023-05-31,P22,25,281,69,1
2023-05-31,P23,60,183,78,7
2023-05-31,P24,42,355,53,6
2023-05-31,P25,40,125,78,3
2023-05-31,P26,49,382,91,5
2023-05-31,P27,55,163,20,7
2023-05-31,P28,70,456,91,4
2023-05-31,P29,11,161,28,9
2023-05-31,P30,42,80,93,7
2023-05-31,P31,36,83,33,1
2023-05-31,P32,65,108,40,2
2023-05-31,P33,44,144,65,6
2023-05-31,P34,78,221,49,6
2023-05-31,P35,84,408,64,5
2023-05-31,P36,34,303,35,4
2023-05-31,P37,24,492,87,9
2023-05-31,P38,77,489,38,5
2023-05-31,P39,46,132,86,2
2023-05-31,P40,39,293,51,1
2023-05-31,P41,42,492,69,2
2023-05-31,P42,85,485,97,8
2023-05-31,P43,54,67,42,2
2023-05-31,P44,33,241,67,4
2023-05-31,P45,87,359,96,4
2023-05-31,P46,30,199,77,5
2023-05-31,P47,49,179,42,1
2023-05-31,P48,31,392,53,4
2023-05-31,P49,38,493,51,1
2023-05-31,P50,56,96,94,2
2023-06-01,P1,10,419,36,8
2023-06-01,P2,80,405,91,2
2023-06-01,P3,30,196,78,9
2023-06-01,P4,22,408,65,7
2023-06-01,P5,27,257,35,5
2023-06-01,P6,97,133,58,7
2023-06-01,P7,15,280,31,2
2023-06-01,P8,61,282,93,6
2023-06-01,P9,76,205,65,9
2023-06-01,P10,30,391,35,9
2023-06-01,P11,81,179,76,1
2023-06-01,P12,57,281,76,9
2023-06-01,P13,31,392,66,3
2023-06-01,P14,18,222,88,4
2023-06-01,P15,8,211,91,5
2023-06-01,P16,82,453,92,1
2023-06-01,P17,37,418,42,2
2023-06-01,P18,22,466,77,7
2023-06-01,P19,21,447,73,3
2023-06-01,P20,94,151,77,5
2023-06-01,P21,70,283,68,7
2023-06-01,P22,25,205,56,6
2023-06-01,P23,24,444,82,2
2023-06-01,P24,7,339,79,1
2023-06-01,P25,16,101,63,4
2023-06-01,P26,43,455,34,8
2023-06-01,P27,80,66,77,4
2023-06-01,P28,42,269,31,9
2023-06-01,P29,39,465,26,9
2023-06-01,P30,87,296,26,3
2023-06-01,P31,59,140,25,8
2023-06-01,P32,76,144,63,5
2023-06-01,P33,55,388,52,6
2023-06-01,P34,49,109,62,2
2023-06-01,P35,64,88,36,3
2023-06-01,P36,72,353,64,4
2023-06-01,P37,71,434,50,4
2023-06-01,P38,6,97,84,3
2023-06-01,P39,21,56,28,8
2023-06-01,P40,26,122,95,3
2023-06-01,P41,71,176,43,2
2023-06-01,P42,24,358,51,6
2023-06-01,P43,28,385,50,2
2023-06-01,P44,69,440,40,1
2023-06-01,P45,33,388,24,8
2023-06-01,P46,14,355,25,7
2023-06-01,P47,26,326,99,2
2023-06-01,P48,87,275,45,6
2023-06-01,P49,41,415,62,7
2023-06-01,P50,82,136,59,3
2023-06-02,P1,26,474,30,9
2023-06-02,P2,9,455,66,1
2023-06-02,P3,50,257,52,1
2023-06-02,P4,24,419,64,2
2023-06-02,P5,78,268,95,6
2023-06-02,P6,82,134,25,1
2023-06-02,P7,12,152,72,4
2023-06-02,P8,69,349,32,1
2023-06-02,P9,25,76,76,3
2023-06-02,P10,22,138,40,6
2023-06-02,P11,87,130,51,1
2023-06-02,P12,71,294,52,7
2023-06-02,P13,95,199,25,7
2023-06-02,P14,71,351,86,3
2023-06-02,P15,45,306,28,4
2023-06-02,P16,60,322,39,4
2023-06-02,P17,59,163,22,5
2023-06-02,P18,14,375,70,1
2023-06-02,P19,73,338,31,8
2023-06-02,P20,92,403,60,6
2023-06-02,P21,19,423,44,7
2023-06-02,P22,74,338,32,1
2023-06-02,P23,25,208,46,7
2023-06-02,P24,81,64,57,9
2023-06-02,P25,79,109,48,8
2023-06-02,P26,11,274,43,1
2023-06-02,P27,42,286,93,2
2023-06-02,P28,96,192,67,4
2023-06-02,P29,48,359,66,8
2023-06-02,P30,88,384,29,6
2023-06-02,P31,75,193,45,5
2023-06-02,P32,15,424,64,4
2023-06-02,P33,41,213,85,5
2023-06-02,P34,32,96,69,2
2023-06-02,P35,66,64,36,1
2023-06-02,P36,23,314,54,1
2023-06-02,P37,28,475,27,8
2023-06-02,P38,87,73,26,7
2023-06-02,P39,86,100,72,8
2023-06-02,P40,70,365,73,6
2023-06-02,P41,34,466,51,6
2023-06-02,P42,94,130,85,4
2023-06-02,P43,96,81,63,7
2023-06-02,P44,50,358,77,1
2023-06-02,P45,61,184,83,8
2023-06-02,P46,91,289,96,7
2023-06-02,P47,9,115,32,4
2023-06-02,P48,52,385,27,5
2023-06-02,P49,29,356,70,8
2023-06-02,P50,89,86,54,8
2023-06-03,P1,94,236,94,4
2023-06-03,P2,55,211,39,8
2023-06-03,P3,30,260,86,3
2023-06-03,P4,41,346,85,5
2023-06-03,P5,41,398,99,4
2023-06-03,P6,22,307,25,1
2023-06-03,P7,82,334,87,5
2023-06-03,P8,20,175,41,5
2023-06-03,P9,99,462,69,9
2023-06-03,P10,71,69,57,3
2023-06-03,P11,63,127,67,7
2023-06-03,P12,92,399,44,5
2023-06-03,P13,20,465,73,4
2023-06-03,P14,59,214,66,4
2023-06-03,P15,7,189,80,8
2023-06-03,P16,85,190,26,1
2023-06-03,P17,13,400,26,4
2023-06-03,P18,52,481,32,8
2023-06-03,P19,84,220,38,4
2023-06-03,P20,23,271,46,7
2023-06-03,P21,58,475,22,9
2023-06-03,P22,96,476,36,6
2023-06-03,P23,10,462,69,9
2023-06-03,P24,38,76,88,6
2023-06-03,P25,43,480,99,1
2023-06-03,P26,96,483,51,1
2023-06-03,P27,9,206,36,3
2023-06-03,P28,33,246,27,4
2023-06-03,P29,77,299,92,1
2023-06-03,P30,8,196,46,9
2023-06-03,P31,19,113,31,3
2023-06-03,P32,23,123,64,5
2023-06-03,P33,66,137,72,4
2023-06-03,P34,60,58,65,7
2023-06-03,P35,27,300,32,1
2023-06-03,P36,36,393,64,4
2023-06-03,P37,54,223,27,2
2023-06-03,P38,56,69,73,1
2023-06-03,P39,86,391,25,7
2023-06-03,P40,50,184,48,1
2023-06-03,P41,81,297,71,8
2023-06-03,P42,26,134,42,3
2023-06-03,P43,16,187,94,2
2023-06-03,P44,42,395,67,7
2023-06-03,P45,41,231,79,7
2023-06-03,P46,39,212,81,6
2023-06-03,P47,82,272,71,1
2023-06-03,P48,70,229,71,8
2023-06-03,P49,18,375,58,9
2023-06-03,P50,14,387,37,7
2023-06-04,P1,6,156,28,6
2023-06-04,P2,84,150,72,6
2023-06-04,P3,14,459,62,8
2023-06-04,P4,7,445,80,2
2023-06-04,P5,45,306,89,6
2023-06-04,P6,57,486,68,4
2023-06-04,P7,96,242,32,1
2023-06-04,P8,13,230,98,6
2023-06-04,P9,62,431,28,3
2023-06-04,P10,42,254,79,9
2023-06-04,P11,84,424,50,8
2023-06-04,P12,81,230,49,3
2023-06-04,P13,50,137,76,1
2023-06-04,P14,46,247,35,2
2023-06-04,P15,24,472,83,2
2023-06-04,P16,88,305,75,4
2023-06-04,P17,26,208,45,4
2023-06-04,P18,36,467,80,6
2023-06-04,P19,7,360,58,3
2023-06-04,P20,33,318,80,6
2023-06-04,P21,96,127,83,9
2023-06-04,P22,9,468,60,6
2023-06-04,P23,90,100,84,7
2023-06-04,P24,76,468,88,8
2023-06-04,P25,26,149,23,2
2023-06-04,P26,24,188,64,3
2023-06-04,P27,25,241,55,1
2023-06-04,P28,61,467,20,3
2023-06-04,P29,77,412,55,5
2023-06-04,P30,13,226,76,8
2023-06-04,P31,67,445,64,7
2023-06-04,P32,78,294,44,9
2023-06-04,P33,58,484,78,1
2023-06-04,P34,76,404,32,1
2023-06-04,P35,67,146,45,3
2023-06-04,P36,56,325,59,6
2023-06-04,P37,26,159,98,3
2023-06-04,P38,43,233,25,7
2023-06-04,P39,94,136,83,7
2023-06-04,P40,49,473,36,7
2023-06-04,P41,88,171,38,3
2023-06-04,P42,39,374,60,2
2023-06-04,P43,58,54,70,4
2023-06-04,P44,16,263,24,5
2023-06-04,P45,69,138,21,1
2023-06-04,P46,6,365,65,7
2023-06-04,P47,25,217,93,7
2023-06-04,P48,74,132,67,8
2023-06-04,P49,50,173,85,1
2023-06-04,P50,43,472,28,5
2023-06-05,P1,91,255,25,9
2023-06-05,P2,42,274,89,2
2023-06-05,P3,52,338,81,5
2023-06-05,P4,88,387,94,6
2023-06-05,P5,53,51,81,2
2023-06-05,P6,26,117,83,3
2023-06-05,P7,39,317,65,5
2023-06-05,P8,70,487,79,4
2023-06-05,P9,87,397,25,5
2023-06-05,P10,58,375,33,7
2023-06-05,P11,26,221,36,5
2023-06-05,P12,81,256,71,6
2023-06-05,P13,43,273,35,5
2023-06-05,P14,42,102,75,5
2023-06-05,P15,44,124,46,7
2023-06-05,P16,9,371,76,4
2023-06-05,P17,8,286,89,7
2023-06-05,P18,81,261,57,3
2023-06-05,P19,63,268,28,9
2023-06-05,P20,88,227,50,7
2023-06-05,P21,9,460,67,9
2023-06-05,P22,47,137,32,9
2023-06-05,P23,8,104,80,5
2023-06-05,P24,63,133,87,4
2023-06-05,P25,74,293,53,3
2023-06-05,P26,64,455,72,2
2023-06-05,P27,42,341,45,7
2023-06-05,P28,69,454,69,4
2023-06-05,P29,12,159,27,3
2023-06-05,P30,74,401,65,4
2023-06-05,P31,78,85,43,9
2023-06-05,P32,16,127,51,1
2023-06-05,P33,87,223,85,6
2023-06-05,P34,59,118,68,3
2023-06-05,P35,50,73,39,6
2023-06-05,P36,73,98,29,1
2023-06-05,P37,26,305,83,6
2023-06-05,P38,36,318,59,6
2023-06-05,P39,72,108,20,2
2023-06-05,P40,92,177,85,5
2023-06-05,P41,16,492,43,3
2023-06-05,P42,83,223,64,2
2023-06-05,P43,98,312,28,7
2023-06-05,P44,81,492,71,2
2023-06-05,P45,79,381,56,2
2023-06-05,P46,38,364,21,2
2023-06-05,P47,6,164,84,5
2023-06-05,P48,73,481,62,2
2023-06-05,P49,18,67,82,3
2023-06-05,P50,98,313,98,2
2023-06-06,P1,69,163,60,3
2023-06-06,P2,20,285,99,7
2023-06-06,P3,15,63,70,6
2023-06-06,P4,66,156,64,8
2023-06-06,P5,71,468,46,1
2023-06-06,P6,39,341,62,2
2023-06-06,P7,44,75,44,1
2023-06-06,P8,48,235,96,5
2023-06-06,P9,17,470,43,3
2023-06-06,P10,42,351,74,2
2023-06-06,P11,80,469,74,8
2023-06-06,P12,41,409,43,4
2023-06-06,P13,90,113,90,1
2023-06-06,P14,68,63,65,7
2023-06-06,P15,96,397,75,8
2023-06-06,P16,72,124,67,1
2023-06-06,P17,47,161,25,6
2023-06-06,P18,80,253,65,6
2023-06-06,P19,21,94,42,5
2023-06-06,P20,70,185,77,1
2023-06-06,P21,37,280,53,5
2023-06-06,P22,22,132,97,5
2023-06-06,P23,13,435,61,1
2023-06-06,P24,86,413,50,9
2023-06-06,P25,72,50,28,8
2023-06-06,P26,78,369,96,1
2023-06-06,P27,52,227,24,3
2023-06-06,P28,65,324,92,7
2023-06-06,P29,11,410,25,7
2023-06-06,P30,76,128,85,3
2023-06-06,P31,99,333,90,2
2023-06-06,P32,34,89,56,7
2023-06-06,P33,45,327,23,2
2023-06-06,P34,8,410,36,4
2023-06-06,P35,90,316,26,8
2023-06-06,P36,65,161,74,3
2023-06-06,P37,13,108,74,5
2023-06-06,P38,33,442,26,9
2023-06-06,P39,7,272,66,5
2023-06-06,P40,81,347,83,4
2023-06-06,P41,29,401,91,8
2023-06-06,P42,98,417,45,2
2023-06-06,P43,27,268,44,4
2023-06-06,P44,8,287,49,2
2023-06-06,P45,77,103,72,2
2023-06-06,P46,13,323,70,9
2023-06-06,P47,38,68,33,7
2023-06-06,P48,61,196,94,5
2023-06-06,P49,40,293,85,4
2023-06-06,P50,58,466,43,9
2023-06-07,P1,6,381,89,3
2023-06-07,P2,37,191,61,2
2023-06-07,P3,64,268,75,1
2023-06-07,P4,11,258,89,7
2023-06-07,P5,56,414,74,8
2023-06-07,P6,86,274,62,7
2023-06-07,P7,60,320,99,1
2023-06-07,P8,9,422,63,5
2023-06-07,P9,65,345,87,9
2023-06-07,P10,44,297,79,5
2023-06-07,P11,62,258,37,8
2023-06-07,P12,76,352,55,3
2023-06-07,P13,14,318,47,7
2023-06-07,P14,98,473,84,2
2023-06-07,P15,22,139,26,1
2023-06-07,P16,95,77,41,4
2023-06-07,P17,32,231,62,5
2023-06-07,P18,75,94,46,9
2023-06-07,P19,63,81,30,1
2023-06-07,P20,27,439,68,4
2023-06-07,P21,57,421,95,3
2023-06-07,P22,90,273,67,3
2023-06-07,P23,49,437,65,1
2023-06-07,P24,84,148,65,2
2023-06-07,P25,27,315,76,7
2023-06-07,P26,84,258,47,4
2023-06-07,P27,65,292,23,3
2023-06-07,P28,53,221,72,8
2023-06-07,P29,70,294,91,3
2023-06-07,P30,70,224,95,5
2023-06-07,P31,35,181,82,6
2023-06-07,P32,74,190,35,4
2023-06-07,P33,30,56,23,5
2023-06-07,P34,23,254,42,9
2023-06-07,P35,52,324,58,3
2023-06-07,P36,34,166,58,8
2023-06-07,P37,15,395,48,3
2023-06-07,P38,20,340,89,6
2023-06-07,P39,87,222,87,5
2023-06-07,P40,10,456,56,6
2023-06-07,P41,38,139,58,9
2023-06-07,P42,87,70,83,9
2023-06-07,P43,91,79,64,8
2023-06-07,P44,43,85,22,2
2023-06-07,P45,85,153,28,8
2023-06-07,P46,94,349,32,9
2023-06-07,P47,92,372,32,9
2023-06-07,P48,79,425,56,6
2023-06-07,P49,75,346,36,2
2023-06-07,P50,56,219,89,8
2023-06-08,P1,69,289,93,2
2023-06-08,P2,38,133,83,3
2023-06-08,P3,82,123,39,5
2023-06-08,P4,88,76,83,3
2023-06-08,P5,8,141,57,6
2023-06-08,P6,98,124,38,7
2023-06-08,P7,94,421,40,3
2023-06-08,P8,24,396,97,7
2023-06-08,P9,75,468,29,7
2023-06-08,P10,88,54,28,8
2023-06-08,P11,98,223,52,4
2023-06-08,P12,46,170,90,8
2023-06-08,P13,76,249,30,2
2023-06-08,P14,41,412,94,2
2023-06-08,P15,25,91,46,5
2023-06-08,P16,58,251,96,4
2023-06-08,P17,10,153,39,5
2023-06-08,P18,53,133,99,1
2023-06-08,P19,71,472,49,4
2023-06-08,P20,86,253,31,6
2023-06-08,P21,29,124,39,4
2023-06-08,P22,10,357,67,5
2023-06-08,P23,67,53,57,6
2023-06-08,P24,42,357,77,1
2023-06-08,P25,56,287,98,5
2023-06-08,P26,17,56,97,8
2023-06-08,P27,68,375,94,1
2023-06-08,P28,48,325,74,4
2023-06-08,P29,70,219,38,6
2023-06-08,P30,24,446,60,1
2023-06-08,P31,66,485,21,8
2023-06-08,P32,36,468,37,5
2023-06-08,P33,15,330,67,3
2023-06-08,P34,89,95,92,4
2023-06-08,P35,61,445,52,6
2023-06-08,P36,74,322,86,4
2023-06-08,P37,67,147,57,5
2023-06-08,P38,25,260,81,2
2023-06-08,P39,98,173,79,3
2023-06-08,P40,77,112,91,8
2023-06-08,P41,74,131,61,2
2023-06-08,P42,25,185,48,2
2023-06-08,P43,98,299,61,8
2023-06-08,P44,16,468,81,7
2023-06-08,P45,8,445,80,3
2023-06-08,P46,35,79,60,9
2023-06-08,P47,16,277,45,3
2023-06-08,P48,76,489,24,3
2023-06-08,P49,39,114,91,6
2023-06-08,P50,78,260,96,4
2023-06-09,P1,61,133,85,6
2023-06-09,P2,62,284,81,2
2023-06-09,P3,90,403,20,1
2023-06-09,P4,78,465,62,9
2023-06-09,P5,60,370,95,7
2023-06-09,P6,18,487,21,8
2023-06-09,P7,78,57,78,3
2023-06-09,P8,18,482,30,2
2023-06-09,P9,33,88,64,6
2023-06-09,P10,93,161,53,1
2023-06-09,P11,87,409,45,5
2023-06-09,P12,80,331,84,8
2023-06-09,P13,12,82,64,1
2023-06-09,P14,32,143,21,1
2023-06-09,P15,66,68,55,3
2023-06-09,P16,22,67,78,9
2023-06-09,P17,80,392,50,8
2023-06-09,P18,98,441,75,4
2023-06-09,P19,85,470,31,4
2023-06-09,P20,85,88,97,1
2023-06-09,P21,8,141,36,9
2023-06-09,P22,21,429,91,3
2023-06-09,P23,69,94,88,2
2023-06-09,P24,20,58,95,4
2023-06-09,P25,39,357,60,5
2023-06-09,P26,28,175,54,2
2023-06-09,P27,71,70,39,2
2023-06-09,P28,23,456,40,9
2023-06-09,P29,91,213,97,4
2023-06-09,P30,46,339,86,3
2023-06-09,P31,50,166,76,2
2023-06-09,P32,20,295,67,2
2023-06-09,P33,70,174,64,1
2023-06-09,P34,87,341,20,3
2023-06-09,P35,80,386,45,7
2023-06-09,P36,81,315,26,8
2023-06-09,P37,96,134,65,7
2023-06-09,P38,70,306,91,5
2023-06-09,P39,97,410,30,1
2023-06-09,P40,23,98,46,1
2023-06-09,P41,86,414,53,2
2023-06-09,P42,76,457,75,9
2023-06-09,P43,22,384,23,6
2023-06-09,P44,85,289,53,1
2023-06-09,P45,54,282,52,8
2023-06-09,P46,76,299,45,1
2023-06-09,P47,47,444,69,2
2023-06-09,P48,18,257,80,3
2023-06-09,P49,83,435,96,9
2023-06-09,P50,85,107,25,7
2023-06-10,P1,58,373,25,3
2023-06-10,P2,18,317,58,1
2023-06-10,P3,96,426,20,4
2023-06-10,P4,38,122,25,6
2023-06-10,P5,87,203,94,9
2023-06-10,P6,25,393,32,7
2023-06-10,P7,83,399,37,8
2023-06-10,P8,21,453,32,7
2023-06-10,P9,24,141,31,3
2023-06-10,P10,74,143,92,6
2023-06-10,P11,74,143,79,5
2023-06-10,P12,83,365,23,7
2023-06-10,P13,6,81,26,8
2023-06-10,P14,56,343,50,4
2023-06-10,P15,5,485,25,3
2023-06-10,P16,65,193,42,4
2023-06-10,P17,94,220,96,9
2023-06-10,P18,26,352,42,8
2023-06-10,P19,11,293,65,5
2023-06-10,P20,35,124,64,7
2023-06-10,P21,74,105,91,7
2023-06-10,P22,37,158,98,4
2023-06-10,P23,16,368,33,3
2023-06-10,P24,87,82,47,6
2023-06-10,P25,21,175,92,5
2023-06-10,P26,69,209,72,9
2023-06-10,P27,77,489,28,1
2023-06-10,P28,33,470,51,9
2023-06-10,P29,90,62,44,3
2023-06-10,P30,31,126,82,6
2023-06-10,P31,54,276,92,8
2023-06-10,P32,50,129,38,9
2023-06-10,P33,26,305,31,1
2023-06-10,P34,63,292,53,7
2023-06-10,P35,62,52,20,8
2023-06-10,P36,48,317,85,6
2023-06-10,P37,53,388,28,4
2023-06-10,P38,91,233,35,8
2023-06-10,P39,53,312,38,7
2023-06-10,P40,36,170,27,9
2023-06-10,P41,26,301,54,2
2023-06-10,P42,14,288,23,9
2023-06-10,P43,42,393,73,6
2023-06-10,P44,18,293,24,2
2023-06-10,P45,67,370,96,1
2023-06-10,P46,56,276,51,2
2023-06-10,P47,42,59,89,5
2023-06-10,P48,96,92,57,6
2023-06-10,P49,97,382,71,5
2023-06-10,P50,6,196,54,9
2023-06-11,P1,58,249,94,3
2023-06-11,P2,22,217,37,5
2023-06-11,P3,97,125,57,4
2023-06-11,P4,85,234,33,4
2023-06-11,P5,84,177,53,1
2023-06-11,P6,95,242,96,5
2023-06-11,P7,70,144,51,7
2023-06-11,P8,82,71,72,6
2023-06-11,P9,56,211,26,2
2023-06-11,P10,62,318,72,9
2023-06-11,P11,30,107,73,9
2023-06-11,P12,6,224,49,5
2023-06-11,P13,58,113,46,9
2023-06-11,P14,63,324,26,9
2023-06-11,P15,75,350,74,7
2023-06-11,P16,69,75,23,3
2023-06-11,P17,99,190,90,3
2023-06-11,P18,91,171,34,7
2023-06-11,P19,14,148,40,5
2023-06-11,P20,52,142,20,1
2023-06-11,P21,16,341,57,2
2023-06-11,P22,10,289,73,5
2023-06-11,P23,17,97,24,3
2023-06-11,P24,16,258,46,2
2023-06-11,P25,56,271,37,1
2023-06-11,P26,14,369,42,4
2023-06-11,P27,38,91,80,8
2023-06-11,P28,57,164,54,3
2023-06-11,P29,83,73,91,2
2023-06-11,P30,96,450,76,3
2023-06-11,P31,95,299,29,7
2023-06-11,P32,66,64,57,4
2023-06-11,P33,80,154,71,7
2023-06-11,P34,43,393,23,4
2023-06-11,P35,37,388,25,3
2023-06-11,P36,44,322,92,9
2023-06-11,P37,93,119,30,9
2023-06-11,P38,9,413,25,7
2023-06-11,P39,68,177,89,9
2023-06-11,P40,44,203,96,1
2023-06-11,P41,15,357,99,5
2023-06-11,P42,66,373,61,4
2023-06-11,P43,76,213,39,5
2023-06-11,P44,98,250,65,2
2023-06-11,P45,45,365,75,9
2023-06-11,P46,97,489,24,9
2023-06-11,P47,97,56,61,2
2023-06-11,P48,77,57,78,3
2023-06-11,P49,64,176,56,2
2023-06-11,P50,42,456,47,3
2023-06-12,P1,58,490,87,2
2023-06-12,P2,43,333,53,3
2023-06-12,P3,87,88,46,6
2023-06-12,P4,55,203,91,6
2023-06-12,P5,25,495,52,4
2023-06-12,P6,97,311,41,4
2023-06-12,P7,83,230,91,3
2023-06-12,P8,89,471,92,8
2023-06-12,P9,26,271,27,6
2023-06-12,P10,28,145,80,3
2023-06-12,P11,45,75,54,6
2023-06-12,P12,28,132,41,4
2023-06-12,P13,33,496,31,7
2023-06-12,P14,41,235,85,4
2023-06-12,P15,49,351,65,8
2023-06-12,P16,14,149,49,9
2023-06-12,P17,13,226,94,2
2023-06-12,P18,20,471,72,6
2023-06-12,P19,66,340,78,8
2023-06-12,P20,42,401,46,6
2023-06-12,P21,15,367,37,1
2023-06-12,P22,86,63,78,8
2023-06-12,P23,27,287,21,8
2023-06-12,P24,79,403,64,3
2023-06-12,P25,43,421,94,8
2023-06-12,P26,12,127,69,6
2023-06-12,P27,67,331,87,9
2023-06-12,P28,52,132,48,5
2023-06-12,P29,57,129,96,8
2023-06-12,P30,66,431,90,5
2023-06-12,P31,56,373,57,7
2023-06-12,P32,61,279,57,7
2023-06-12,P33,36,134,62,4
2023-06-12,P34,71,456,90,4
2023-06-12,P35,82,284,50,9
2023-06-12,P36,56,224,51,2
2023-06-12,P37,66,499,71,3
2023-06-12,P38,6,341,90,1
2023-06-12,P39,9,470,94,6
2023-06-12,P40,29,426,66,5
2023-06-12,P41,21,408,96,9
2023-06-12,P42,71,233,73,7
2023-06-12,P43,88,101,67,7
2023-06-12,P44,78,351,63,8
2023-06-12,P45,72,281,42,9
2023-06-12,P46,85,135,50,5
2023-06-12,P47,76,456,59,1
2023-06-12,P48,68,359,58,1
2023-06-12,P49,10,169,47,3
2023-06-12,P50,27,447,40,1
2023-06-13,P1,23,161,27,9
2023-06-13,P2,9,207,68,1
2023-06-13,P3,21,254,40,8
2023-06-13,P4,90,322,85,5
2023-06-13,P5,68,432,26,1
2023-06-13,P6,63,477,36,1
2023-06-13,P7,24,260,92,7
2023-06-13,P8,91,81,56,6
2023-06-13,P9,54,106,91,7
2023-06-13,P10,99,243,45,6
2023-06-13,P11,18,271,52,2
2023-06-13,P12,89,143,27,8
2023-06-13,P13,54,160,47,1
2023-06-13,P14,93,447,86,6
2023-06-13,P15,40,424,79,4
2023-06-13,P16,81,53,71,6
2023-06-13,P17,78,51,29,4
2023-06-13,P18,14,227,96,7
2023-06-13,P19,20,112,44,3
2023-06-13,P20,97,87,61,2
2023-06-13,P21,67,81,47,3
2023-06-13,P22,5,303,90,6
2023-06-13,P23,26,57,99,1
2023-06-13,P24,6,172,38,6
2023-06-13,P25,76,471,70,1
2023-06-13,P26,86,281,28,5
2023-06-13,P27,93,453,94,8
2023-06-13,P28,9,338,83,9
2023-06-13,P29,43,263,64,6
2023-06-13,P30,18,374,78,6
2023-06-13,P31,76,247,50,2
2023-06-13,P32,13,124,72,8
2023-06-13,P33,93,208,26,6
2023-06-13,P34,87,147,68,1
2023-06-13,P35,57,448,63,4
2023-06-13,P36,69,456,58,3
2023-06-13,P37,39,410,84,1
2023-06-13,P38,13,403,36,5
2023-06-13,P39,93,167,86,9
2023-06-13,P40,94,86,36,6
2023-06-13,P41,97,353,85,4
2023-06-13,P42,9,473,27,2
2023-06-13,P43,47,491,62,6
2023-06-13,P44,70,279,52,5
2023-06-13,P45,44,241,97,2
2023-06-13,P46,38,476,74,2
2023-06-13,P47,33,337,39,8
2023-06-13,P48,77,354,35,4
2023-06-13,P49,61,213,88,5
2023-06-13,P50,32,386,77,2
2023-06-14,P1,97,61,30,3
2023-06-14,P2,41,442,99,2
2023-06-14,P3,76,136,94,5
2023-06-14,P4,11,392,62,3
2023-06-14,P5,57,137,87,2
2023-06-14,P6,31,351,76,5
2023-06-14,P7,86,288,56,8
2023-06-14,P8,76,386,56,1
2023-06-14,P9,87,369,38,4
2023-06-14,P10,76,240,73,9
2023-06-14,P11,9,481,48,4
2023-06-14,P12,45,95,91,2
2023-06-14,P13,39,388,66,9
2023-06-14,P14,53,297,71,5
2023-06-14,P15,50,114,45,8
2023-06-14,P16,23,463,40,6
2023-06-14,P17,44,409,51,4
2023-06-14,P18,46,497,65,6
2023-06-14,P19,89,115,23,8
2023-06-14,P20,81,286,48,2
2023-06-14,P21,90,202,82,6
2023-06-14,P22,29,261,34,4
2023-06-14,P23,17,334,23,7
2023-06-14,P24,44,219,78,3
2023-06-14,P25,80,167,62,4
2023-06-14,P26,75,170,55,2
2023-06-14,P27,92,441,54,4
2023-06-14,P28,70,371,79,1
2023-06-14,P29,8,173,74,5
2023-06-14,P30,66,476,54,8
2023-06-14,P31,94,230,85,4
2023-06-14,P32,48,100,97,5
2023-06-14,P33,33,126,65,3
2023-06-14,P34,5,452,46,5
2023-06-14,P35,22,61,55,2
2023-06-14,P36,54,351,80,4
2023-06-14,P37,83,130,87,3
2023-06-14,P38,34,216,54,8
2023-06-14,P39,97,142,56,8
2023-06-14,P40,85,234,89,2
2023-06-14,P41,12,494,98,8
2023-06-14,P42,28,202,74,2
2023-06-14,P43,24,200,35,5
2023-06-14,P44,84,281,71,2
2023-06-14,P45,8,93,65,8
2023-06-14,P46,70,99,38,7
2023-06-14,P47,79,56,59,8
2023-06-14,P48,83,209,96,2
2023-06-14,P49,49,458,33,2
2023-06-14,P50,88,330,24,9
